"Modelo","Acuracia","Sensibilidade","Especificidade","Precisao","Recall","F1","AUC","Acc_CV","Cenario","Painel_Base","N_Features","Features","Origens","Custo_Total","Custo_Componentes"
"Logistic Regression",82.54,93.75,70.97,76.92,93.75,84.51,90.62,74.21,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",87.3,90.62,83.87,85.29,90.62,87.88,94.86,72.97,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",9.52,6.25,12.9,6.9,6.25,6.56,95.06,25.43,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",88.89,90.62,87.1,87.88,90.62,89.23,92.54,76.1,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",84.13,90.62,77.42,80.56,90.62,85.29,89.26,78.88,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",80.95,81.25,80.65,81.25,81.25,81.25,88.91,70.66,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,67.93,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",52.38,6.25,100,100,6.25,11.76,90.32,55.11,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",66.67,81.25,51.61,63.41,81.25,71.23,76.36,67.14,"80/20","full_38",38,"Age, Gender, Comorbidity, CAD, Hypothyroidism, Hyperlipidemia, DM, Height, Weight, BMI, TBW, ECW, ICW, ECF_TBW, TBFR, LM, Protein, VFR, BM, MM, Obesity, TFC, VFA, VMA, HFA, Glucose, TC, LDL, HDL, Triglyceride, AST, ALT, ALP, Creatinine, GFR, CRP, HGB, VitaminD","Historia + Antropometria + Laboratorio + Bioimpedancia + HFA",11,"Historia=1 + Antropometria=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",85.71,93.75,77.42,81.08,93.75,86.96,85.89,75,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Random Forest",76.19,84.38,67.74,72.97,84.38,78.26,86.29,75.33,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"AdaBoost",20.63,6.25,35.48,9.09,6.25,7.41,87.55,24.63,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Gradient Boosting",82.54,96.88,67.74,75.61,96.88,84.93,87.15,74.58,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"MLP",84.13,96.88,70.97,77.5,96.88,86.11,85.99,75.77,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"SVM Radial",84.13,90.62,77.42,80.56,90.62,85.29,89.31,74.19,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Decision Tree",80.95,93.75,67.74,75,93.75,83.33,80.75,69.49,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Naive Bayes",80.95,96.88,64.52,73.81,96.88,83.78,87.6,75.74,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"KNN",79.37,100,58.06,71.11,100,83.12,91.33,69.13,"80/20","raw_top_03",3,"CRP, VitaminD, ECF_TBW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Logistic Regression",85.71,96.88,74.19,79.49,96.88,87.32,86.29,73.81,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Random Forest",84.13,90.62,77.42,80.56,90.62,85.29,93.9,70.67,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"AdaBoost",20.63,3.12,38.71,5,3.12,3.85,91.18,25.45,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Gradient Boosting",85.71,93.75,77.42,81.08,93.75,86.96,87.95,74.2,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"MLP",82.54,96.88,67.74,75.61,96.88,84.93,86.69,74.2,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"SVM Radial",82.54,87.5,77.42,80,87.5,83.58,88.51,72.64,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Decision Tree",80.95,93.75,67.74,75,93.75,83.33,80.75,69.49,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Naive Bayes",80.95,96.88,64.52,73.81,96.88,83.78,89.31,76.14,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"KNN",76.19,81.25,70.97,74.29,81.25,77.61,84.53,69.15,"80/20","raw_top_04",4,"CRP, VitaminD, ECF_TBW, ECW","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Logistic Regression",85.71,93.75,77.42,81.08,93.75,86.96,88.51,76.14,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Random Forest",82.54,93.75,70.97,76.92,93.75,84.51,93.75,73.4,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"AdaBoost",19.05,6.25,32.26,8.7,6.25,7.27,90.37,23.5,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Gradient Boosting",82.54,93.75,70.97,76.92,93.75,84.51,88.41,76.53,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"MLP",85.71,96.88,74.19,79.49,96.88,87.32,88.31,76.9,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"SVM Radial",84.13,87.5,80.65,82.35,87.5,84.85,88,72.18,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,71.45,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Naive Bayes",79.37,96.88,61.29,72.09,96.88,82.67,91.13,74.55,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"KNN",76.19,84.38,67.74,72.97,84.38,78.26,85.43,67.93,"80/20","raw_top_05",5,"CRP, VitaminD, ECF_TBW, ECW, BM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Logistic Regression",82.54,93.75,70.97,76.92,93.75,84.51,89.11,76.47,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Random Forest",80.95,87.5,74.19,77.78,87.5,82.35,93.45,76.12,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"AdaBoost",20.63,9.38,32.26,12.5,9.38,10.71,90.62,21.94,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Gradient Boosting",84.13,93.75,74.19,78.95,93.75,85.71,90.12,74.52,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"MLP",84.13,96.88,70.97,77.5,96.88,86.11,88.51,77.28,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"SVM Radial",80.95,81.25,80.65,81.25,81.25,81.25,87.8,74.94,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,71.43,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Naive Bayes",74.6,93.75,54.84,68.18,93.75,78.95,82.46,69.93,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"KNN",76.19,81.25,70.97,74.29,81.25,77.61,85.79,70.61,"80/20","raw_top_06",6,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Logistic Regression",82.54,93.75,70.97,76.92,93.75,84.51,89.21,76.08,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Random Forest",84.13,90.62,77.42,80.56,90.62,85.29,93.65,76.1,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"AdaBoost",19.05,9.38,29.03,12,9.38,10.53,90.83,22.74,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Gradient Boosting",79.37,93.75,64.52,73.17,93.75,82.19,89.11,78.82,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"MLP",84.13,93.75,74.19,78.95,93.75,85.71,92.14,75.79,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"SVM Radial",84.13,84.38,83.87,84.38,84.38,84.38,89.42,74.15,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,71.04,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Naive Bayes",80.95,96.88,64.52,73.81,96.88,83.78,93.75,73.76,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"KNN",77.78,96.88,58.06,70.45,96.88,81.58,85.28,68.7,"80/20","raw_top_07",7,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Logistic Regression",82.54,93.75,70.97,76.92,93.75,84.51,89.11,75.31,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Random Forest",82.54,90.62,74.19,78.38,90.62,84.06,92.14,76.48,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"AdaBoost",19.05,12.5,25.81,14.81,12.5,13.56,92.04,22.33,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Gradient Boosting",79.37,87.5,70.97,75.68,87.5,81.16,89.92,75.72,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"MLP",82.54,96.88,67.74,75.61,96.88,84.93,88.81,76.9,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"SVM Radial",84.13,87.5,80.65,82.35,87.5,84.85,89.42,74.17,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,71.04,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Naive Bayes",77.78,93.75,61.29,71.43,93.75,81.08,93.85,72.58,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"KNN",79.37,96.88,61.29,72.09,96.88,82.67,84.48,70.65,"80/20","raw_top_08",8,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM","Laboratorio + Bioimpedancia",5,"Laboratorio=2 + Bioimpedancia=3"
"Logistic Regression",88.89,93.75,83.87,85.71,93.75,89.55,90.52,75.38,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",90.48,93.75,87.1,88.24,93.75,90.91,94.25,74.93,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",19.05,6.25,32.26,8.7,6.25,7.27,90.73,24.3,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",84.13,93.75,74.19,78.95,93.75,85.71,92.74,77.29,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",85.71,96.88,74.19,79.49,96.88,87.32,90.22,78.08,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",84.13,90.62,77.42,80.56,90.62,85.29,89.31,73.83,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,71.04,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",63.49,31.25,96.77,90.91,31.25,46.51,93.55,62.94,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",76.19,87.5,64.52,71.79,87.5,78.87,84.93,68.32,"80/20","raw_top_09",9,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",84.13,93.75,74.19,78.95,93.75,85.71,90.62,75.01,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",87.3,87.5,87.1,87.5,87.5,87.5,92.74,74.91,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",14.29,9.38,19.35,10.71,9.38,10,93.55,24.28,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",85.71,96.88,74.19,79.49,96.88,87.32,91.73,75.77,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",84.13,96.88,70.97,77.5,96.88,86.11,89.31,78.48,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",82.54,90.62,74.19,78.38,90.62,84.06,89.72,71.86,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,71.04,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",60.32,25,96.77,88.89,25,39.02,93.45,62.92,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",71.43,84.38,58.06,67.5,84.38,75,82.96,69.47,"80/20","raw_top_10",10,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",87.3,93.75,80.65,83.33,93.75,88.24,90.52,75.38,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",90.48,90.62,90.32,90.62,90.62,90.62,93.55,74.14,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",12.7,6.25,19.35,7.41,6.25,6.78,93.25,22.73,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",84.13,93.75,74.19,78.95,93.75,85.71,91.73,76.5,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",87.3,100,74.19,80,100,88.89,92.64,76.52,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",85.71,90.62,80.65,82.86,90.62,86.57,91.63,72.25,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",76.19,75,77.42,77.42,75,76.19,82.26,69.89,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",65.08,34.38,96.77,91.67,34.38,50,93.75,63.7,"80/20","raw_top_11",11,"CRP, VitaminD, ECF_TBW, ECW, BM, TBFR, VMA, LM, HFA, VFA, AST","Laboratorio + Bioimpedancia + HFA",9,"Laboratorio=2 + Bioimpedancia=3 + HFA=4"
